ENTITEID|MUNID|CODEID|TYPE|ROUTE_VERT|DIREC_UNIQ|STATUT|REVETEMENT|PROPRIO|LARGEUR|LONGUEUR|GEOM
{9028DF63-07A9-4D07-A460-5A36DD114913}|81017|247|Sentier polyvalent||Non|T.Q.C|Flexible|CCN|0|27.6|LINESTRING (-75.707376 45.450966,-75.707435 45.450932,-75.707487 45.450905,-75.707561 45.450887,-75.707615 45.450877,-75.707693 45.450881)
{E8C69608-640B-4BD6-84C7-2E9CDB942A35}|81017|248|Sentier polyvalent||Non|T.Q.C|Flexible|CCN|0|292.0|LINESTRING (-75.701442 45.45549,-75.701277 45.455428,-75.701023 45.455314,-75.70064 45.455123,-75.700292 45.454941,-75.700124 45.454842,-75.699977 45.454729,-75.699831 45.454623,-75.699679 45.454552,-75.699492 45.454469,-75.699343 45.454386,-75.699128 45.454251,-75.698962 45.454158,-75.698804 45.454095,-75.698763 45.454071,-75.698715 45.454037,-75.698624 45.453994,-75.698553 45.453967,-75.698444 45.453969)
{DE8EA7C3-069D-4445-9DF2-3721A2272C3F}|81017|249|Sentier polyvalent||Non|T.Q.C|Flexible|CCN|0|176.5|LINESTRING (-75.699831 45.454623,-75.699914 45.454555,-75.700007 45.454452,-75.700084 45.454364,-75.700124 45.454281,-75.700183 45.454139,-75.700245 45.453915,-75.700279 45.453857,-75.70028 45.45378,-75.700254 45.453701,-75.700188 45.45363,-75.700083 45.453571,-75.699947 45.453508,-75.699864 45.453443,-75.6998 45.453372,-75.699775 45.453249)
{137863DC-F148-47C2-B4B7-AA23337006C2}|81017|250|Sentier polyvalent||Non|T.Q.C|Flexible|CCN|0|158.3|LINESTRING (-75.699775 45.453249,-75.699721 45.45306,-75.699637 45.452776,-75.699637 45.452698,-75.699668 45.45252,-75.69969 45.452358,-75.699729 45.452183,-75.699799 45.45207,-75.699899 45.45186)
{96B3ED68-8B2E-4B27-A904-95C624B09877}|81017|251|Sentier polyvalent||Non|T.Q.C|Flexible|CCN|0|254.3|LINESTRING (-75.699775 45.453249,-75.699634 45.453231,-75.699437 45.45317,-75.699249 45.453073,-75.699057 45.452978,-75.698853 45.452886,-75.698717 45.452794,-75.698578 45.452682,-75.698466 45.452577,-75.698371 45.452448,-75.6983 45.452368,-75.698281 45.452277,-75.698238 45.452184,-75.698183 45.452118,-75.698078 45.452075,-75.697918 45.452037,-75.69781 45.451993,-75.69769 45.451916,-75.697627 45.451813,-75.697636 45.451714)
{12684E9D-FE7A-4E5F-BF29-096D7384582A}|81017|254|Sentier polyvalent||Non|T.Q.C|Flexible|CCN|0|16.4|LINESTRING (-75.718508 45.44857,-75.718589 45.448575,-75.718648 45.448573,-75.718717 45.448569)
{34604DB6-5A1E-45BA-A1FD-8972D63D733D}|81017|255|Sentier polyvalent||Non|T.Q.C|Flexible|CCN|0|2381.8|LINESTRING (-75.721509 45.447101,-75.721407 45.447055,-75.721369 45.447061,-75.72125 45.44709,-75.721149 45.447136,-75.72111 45.447225,-75.721027 45.44735,-75.720955 45.447449,-75.720849 45.447542,-75.720707 45.447617,-75.72055 45.447692,-75.720385 45.4478,-75.72027 45.447886,-75.720179 45.447952,-75.720066 45.447987,-75.719932 45.44801,-75.719793 45.44803,-75.719669 45.448047,-75.719555 45.448095,-75.719381 45.44818,-75.719184 45.448282,-75.718971 45.448405,-75.718827 45.448498,-75.718717 45.448569,-75.718654 45.448629,-75.718612 45.448682,-75.718558 45.448782,-75.718499 45.448897,-75.718442 45.449018,-75.718401 45.449102,-75.718382 45.449173,-75.718421 45.449327,-75.718473 45.449444,-75.718534 45.449544,-75.718602 45.44961,-75.718727 45.449684,-75.718869 45.449757,-75.718997 45.449819,-75.719038 45.449878,-75.719069 45.449964,-75.71907 45.450055,-75.719052 45.450163,-75.719021 45.450288,-75.71901 45.45036,-75.719028 45.45044,-75.719077 45.450521,-75.719138 45.450613,-75.719176 45.4507,-75.719204 45.45082,-75.719239 45.451333,-75.719245 45.451537,-75.719226 45.451581,-75.719191 45.451649,-75.71919 45.451723,-75.719202 45.451848,-75.719219 45.451937,-75.719257 45.452002,-75.719323 45.452045,-75.719413 45.452093,-75.71948 45.452182,-75.719561 45.452335,-75.719631 45.452459,-75.719657 45.452555,-75.719687 45.452715,-75.719717 45.452886,-75.71975 45.453006,-75.719813 45.453133,-75.71988 45.453243,-75.720026 45.453381,-75.720157 45.453547,-75.720284 45.453687,-75.720423 45.45381,-75.720512 45.453896,-75.720584 45.453981,-75.720679 45.454139,-75.720724 45.454209,-75.720801 45.454258,-75.720859 45.454284,-75.721189 45.454382,-75.721276 45.454397,-75.721368 45.454391,-75.721449 45.454356,-75.721526 45.454288,-75.721621 45.454209,-75.721711 45.45415,-75.721812 45.454106,-75.721942 45.454068,-75.722118 45.454039,-75.722339 45.454012,-75.722659 45.453968,-75.722994 45.453924,-75.723313 45.453894,-75.723454 45.453883,-75.723549 45.453862,-75.723683 45.453837,-75.723797 45.453827,-75.723879 45.453828,-75.723957 45.45381,-75.724038 45.453778,-75.724112 45.453739,-75.724199 45.453679,-75.724353 45.453583,-75.724484 45.453525,-75.724662 45.45348,-75.724859 45.453433,-75.725051 45.453376,-75.72521 45.453317,-75.725321 45.453263,-75.725443 45.453198,-75.725569 45.45312,-75.725684 45.453034,-75.725768 45.452945,-75.725857 45.452863,-75.725961 45.452795,-75.726058 45.45275,-75.726205 45.452713,-75.726331 45.452679,-75.726455 45.452626,-75.726561 45.452557,-75.726685 45.452454,-75.726796 45.452368,-75.726924 45.452218,-75.727006 45.4521,-75.727109 45.45192,-75.727181 45.45179,-75.72722 45.451723,-75.727291 45.451659,-75.727377 45.451555,-75.727458 45.451434,-75.727527 45.451351,-75.727563 45.45127,-75.727574 45.45114,-75.727553 45.451027,-75.727498 45.45092,-75.727464 45.45085,-75.727442 45.45077,-75.727409 45.450655,-75.727372 45.450481,-75.727351 45.4504,-75.727327 45.450343,-75.727278 45.450298,-75.727226 45.450254,-75.727181 45.450211,-75.72717 45.450149,-75.727157 45.450075,-75.727135 45.450013,-75.727083 45.449975,-75.727027 45.449949,-75.726918 45.449915,-75.726831 45.449876,-75.72672 45.449807,-75.726614 45.449739,-75.726487 45.449638,-75.726376 45.449554,-75.726303 45.449504,-75.726189 45.449449,-75.726043 45.44939,-75.725886 45.44933,-75.725753 45.449273,-75.725617 45.449208,-75.725464 45.449126,-75.725257 45.449012,-75.725 45.448879,-75.724812 45.448782,-75.724675 45.448702,-75.724569 45.448628,-75.724503 45.448579,-75.724437 45.448518,-75.724392 45.448458,-75.724351 45.448399,-75.724309 45.448359,-75.724243 45.448326
{A20C4ECB-321E-4FDB-A7BC-792955BA63F8}|81017|258|Sentier polyvalent||Non|T.Q.C|Flexible|CCN|0|15.0|LINESTRING (-75.724112 45.453739,-75.724097 45.453809,-75.7241 45.453874)
{F7AFE51C-6696-4E3C-83A6-E60DD7F9E2F3}|81017|264|Sentier polyvalent||Non|T.Q.C|Flexible|Ville|3|348.5|LINESTRING (-75.750766 45.442978,-75.750768 45.443033,-75.75077 45.443195,-75.750777 45.443316,-75.750829 45.443773,-75.750876 45.444176,-75.750935 45.44466,-75.750974 45.444953,-75.750998 45.445161,-75.751056 45.445621,-75.751076 45.445697,-75.751112 45.445789,-75.75116 45.445862,-75.751235 45.445937,-75.75129 45.445976,-75.75132 45.446002,-75.751348 45.44605)
{59196EA7-05F4-4B0F-A58A-281F10C651A5}|81017|266|Sentier polyvalent||Non|T.Q.C|Flexible|Ville|3|1032.2|LINESTRING (-75.773952 45.474674,-75.773724 45.474735,-75.773556 45.474767,-75.773394 45.474788,-75.773219 45.474799,-75.773029 45.474797,-75.772815 45.474776,-75.772541 45.474744,-75.771611 45.474622,-75.769656 45.474381,-75.768399 45.474224,-75.767868 45.474155,-75.767386 45.474092,-75.767135 45.474068,-75.766798 45.474011,-75.766571 45.473969,-75.766338 45.473911,-75.76604 45.473822,-75.765767 45.473724,-75.76551 45.473606,-75.76522 45.473461,-75.765015 45.47334,-75.764861 45.473243,-75.76469 45.473134,-75.764155 45.47279,-75.763889 45.472616,-75.763337 45.472259,-75.763112 45.472125,-75.762949 45.472041,-75.762702 45.471928,-75.762526 45.47186,-75.762363 45.4718,-75.762315 45.47178,-75.762273 45.471784,-75.762092 45.471979)
{06A2AD65-EFBE-44AD-BFC3-A97C21036D7F}|81017|270|Sentier polyvalent||Non|T.Q.C|Flexible|Ville|0|666.7|LINESTRING (-75.762092 45.471979,-75.76195 45.472008,-75.761853 45.472006,-75.761721 45.471981,-75.760699 45.47181,-75.76001 45.471689,-75.759627 45.471674,-75.758142 45.471624,-75.756962 45.471583,-75.75523 45.471517,-75.754692 45.471496,-75.753634 45.471451)
{73963FE8-B261-423D-8FDB-13F329F48926}|81017|274|Accotement asphalté||Oui|Autre|Flexible|Ville|3|1025.5|LINESTRING (-75.734418 45.460117,-75.73415 45.459609,-75.733996 45.459386,-75.733755 45.459072,-75.733653 45.458927,-75.733544 45.458748,-75.73344 45.45856,-75.73333 45.45831,-75.733116 45.45782,-75.732811 45.457082,-75.732523 45.456377,-75.732449 45.456203,-75.732391 45.456094,-75.732315 45.455978,-75.732228 45.455877,-75.732121 45.455774,-75.731995 45.455673,-75.731829 45.455566,-75.73168 45.455485,-75.731488 45.455406,-75.731305 45.455339,-75.731113 45.455267,-75.730928 45.455193,-75.730743 45.455102,-75.73059 45.455007,-75.730445 45.454896,-75.73033 45.454778,-75.730223 45.454656,-75.730143 45.454538,-75.730055 45.454374,-75.730002 45.454217,-75.729965 45.454083,-75.729768 45.453261,-75.729581 45.452502,-75.729425 45.451914)
{5384F31C-5AC4-4766-92EA-D9B8DF906FEA}|81017|275|Bande cyclable||Oui|T.Q.C|Flexible|Ville|0|1018.4|LINESTRING (-75.728944 45.440794,-75.728954 45.440745,-75.728939 45.440695,-75.728898 45.440645,-75.728812 45.44061,-75.728718 45.440595,-75.728577 45.440597,-75.727802 45.440618,-75.727369 45.440618,-75.726811 45.440604,-75.726128 45.440577,-75.725591 45.440557,-75.72465 45.440536,-75.724259 45.440522,-75.723961 45.440507,-75.72375 45.440482,-75.723581 45.440444,-75.723387 45.440375,-75.723224 45.440293,-75.72304 45.440181,-75.722898 45.440054,-75.722785 45.43991,-75.722717 45.439762,-75.722657 45.439582,-75.722607 45.439253,-75.722447 45.438299,-75.722327 45.43736,-75.722158 45.4364,-75.72204 45.435705,-75.721994 45.4355)
{5832C257-DCEB-4A5F-B1BB-3AC06897C0EC}|81017|276|Bande cyclable||Oui|T.Q.C|Flexible|Ville|1.8|1007.6|LINESTRING (-75.722154 45.435529,-75.722164 45.435664,-75.722193 45.43576,-75.722269 45.435948,-75.722416 45.436279,-75.722502 45.436513,-75.722531 45.436942,-75.722594 45.437377,-75.722785 45.438691,-75.722917 45.439485,-75.722943 45.439609,-75.722989 45.439733,-75.723063 45.439852,-75.723165 45.439966,-75.72331 45.440079,-75.723481 45.440175,-75.723631 45.440231,-75.723826 45.440283,-75.724029 45.440313,-75.724303 45.440329,-75.725764 45.440368,-75.726645 45.440395,-75.727339 45.440405,-75.727818 45.440407,-75.728055 45.440403,-75.728618 45.440385,-75.72946 45.440365)
{C7ED881E-67EA-41BD-A132-CD6E2421CD34}|81017|291|Sentier polyvalent||Non|T.Q.C|Flexible|Ville|0|1168.6|LINESTRING (-75.700832 45.478373,-75.700794 45.478388,-75.700749 45.478392,-75.700365 45.478414,-75.699946 45.47844,-75.6998 45.478454,-75.699601 45.478487,-75.699438 45.478519,-75.699308 45.478559,-75.699168 45.478611,-75.699061 45.478663,-75.698905 45.478745,-75.698712 45.478868,-75.698644 45.478907,-75.69852 45.478952,-75.698393 45.478994,-75.698249 45.479035,-75.698127 45.479065,-75.697849 45.479095,-75.697208 45.479138,-75.696963 45.479155,-75.696815 45.479165,-75.695807 45.479233,-75.69554 45.479249,-75.695024 45.479282,-75.694924 45.479295,-75.694679 45.479344,-75.69456 45.479371,-75.694408 45.479418,-75.694282 45.479468,-75.694153 45.479531,-75.69402 45.479609,-75.693847 45.479732,-75.693786 45.479789,-75.693704 45.479873,-75.693578 45.480027,-75.693475 45.480153,-75.693372 45.480266,-75.693273 45.480347,-75.693059 45.48051,-75.692937 45.480575,-75.692797 45.48064,-75.692673 45.480693,-75.692541 45.480735,-75.692297 45.480791,-75.692182 45.480811,-75.691088 45.48089,-75.691 45.480903,-75.690836 45.480915,-75.690714 45.480931,-75.690613 45.480952,-75.690495 45.480991,-75.690353 45.481049,-75.690205 45.48112,-75.690137 45.48116,-75.690007 45.481256,-75.689493 45.481612,-75.689245 45.481763,-75.689098 45.481836,-75.688915 45.48191,-75.688759 45.481967,-75.688569 45.482008,-75.688212 45.482052,-75.688109 45.482061,-75.687995 45.482066,-75.687967 45.482064,-75.687934 45.482054,-75.687916 45.482032,-75.687589 45.482043)
{E83FB997-469A-4E10-88EC-155480C52F58}|81017|295|Piste multifonctionnelle||Non|T.Q.C|Flexible|Ville|0|161.7|LINESTRING (-75.70015 45.473841,-75.700067 45.472984,-75.700006 45.47239)
{461DCB6A-7387-401E-B47D-9FA3AA2D2F62}|81017|296|Piste multifonctionnelle||Non|T.Q.C|Flexible|Ville|0|64.4|LINESTRING (-75.699984 45.472189,-75.699924 45.471611)
{C527F2F1-B8CC-4827-8040-4D25C01A8A15}|81017|297|Sentier polyvalent|Oui|Non|T.Q.C|Flexible|Ville|0|1030.5|LINESTRING (-75.674001 45.482799,-75.674023 45.482743,-75.674017 45.482681,-75.674023 45.482622,-75.674034 45.482563,-75.674058 45.482532,-75.674061 45.482477,-75.673998 45.481792,-75.673937 45.481437,-75.673901 45.481367,-75.67386 45.481299,-75.673826 45.481217,-75.673811 45.48111,-75.673744 45.480699,-75.67373 45.480594,-75.673731 45.480539,-75.673767 45.480453,-75.67378 45.480403,-75.673775 45.480356,-75.673761 45.480266,-75.67377 45.480213,-75.673791 45.480147,-75.673791 45.480098,-75.673771 45.479988,-75.673659 45.479344,-75.673624 45.47908,-75.673603 45.478906,-75.673523 45.478193,-75.673455 45.477704,-75.673436 45.477533,-75.673417 45.477359,-75.673388 45.477164,-75.673284 45.476493,-75.673237 45.476164,-75.673131 45.475354,-75.673021 45.474522,-75.67296 45.474161,-75.67292 45.473969,-75.672857 45.473746,-75.672816 45.4736)
{0537A1B8-AB52-4CB1-9CDE-5AAEE39E9C9D}|81017|298|Sentier polyvalent||Non|T.Q.C|Flexible|Ville|0|85.6|LINESTRING (-75.662111 45.486317,-75.662157 45.486266,-75.662183 45.486175,-75.662179 45.48609,-75.662138 45.485992,-75.662088 45.485879,-75.662078 45.485833,-75.662109 45.485807,-75.662151 45.48579,-75.662189 45.485783,-75.662224 45.485773,-75.662356 45.485663)
{07C6D0A1-80DE-43AB-B520-83D3E9244FAB}|81017|299|Sentier polyvalent||Non|T.Q.C|Flexible|Ville|0|18.0|LINESTRING (-75.662261 45.486327,-75.662205 45.486244,-75.662183 45.486175)
{D9BBCC33-8FF5-4B47-9E75-182C4268F84F}|81017|301|Sentier polyvalent|Oui|Non|T.Q.C|Flexible|Ville|0|642.6|LINESTRING (-75.654205 45.483405,-75.654312 45.483363,-75.654386 45.483349,-75.654501 45.483344,-75.654594 45.483351,-75.654767 45.483364,-75.654859 45.483365,-75.654982 45.483363,-75.655036 45.483377,-75.655093 45.483381,-75.655492 45.483356,-75.655811 45.483343,-75.656365 45.483305,-75.656975 45.483266,-75.65785 45.483212,-75.658078 45.483204,-75.658638 45.483189,-75.65922 45.483182,-75.659764 45.483209,-75.660312 45.483259,-75.660782 45.48332,-75.66107 45.483364,-75.661204 45.48338,-75.661284 45.483394,-75.661401 45.483433,-75.661489 45.483458,-75.661591 45.483471,-75.661708 45.483483,-75.661817 45.48349,-75.66193 45.483483,-75.662047 45.483461,-75.662184 45.483425,-75.662226 45.483523)
{C764ABA5-2D6D-40E9-B708-43E9E909F4E2}|81017|306|Sentier polyvalent|Oui|Non|T.Q.C|Flexible|Ville|0|585.4|LINESTRING (-75.653773 45.48344,-75.653701 45.483422,-75.653649 45.483426,-75.653586 45.483438,-75.653397 45.483452,-75.652869 45.483492,-75.652311 45.483522,-75.652114 45.483542,-75.651983 45.483557,-75.651901 45.483557,-75.651725 45.483539,-75.651359 45.483501,-75.651238 45.483471,-75.651165 45.483429,-75.651103 45.483372,-75.651093 45.483314,-75.651048 45.482871,-75.650955 45.482088,-75.650857 45.481268,-75.650774 45.480579,-75.650738 45.480249,-75.650722 45.480122,-75.650718 45.480094,-75.650701 45.480076,-75.650682 45.48007)
{CA41F087-23BE-4E21-8A68-6B4CE0A7F525}|81017|315|Chaussée désignée|Oui|Oui|T.Q.C|Flexible|Ville|0|1706.7|LINESTRING (-75.592247 45.489339,-75.592326 45.489305,-75.592706 45.489084,-75.593108 45.488776,-75.593235 45.488683,-75.59342 45.488554,-75.593588 45.488447,-75.593787 45.48834,-75.593957 45.488254,-75.59414 45.488172,-75.594381 45.488073,-75.594762 45.487932,-75.595374 45.487737,-75.595614 45.487675,-75.596602 45.487429,-75.59693 45.487372,-75.597146 45.487351,-75.598185 45.487323,-75.598963 45.487295,-75.599389 45.487271,-75.599757 45.487246,-75.600162 45.487199,-75.600468 45.487159,-75.600807 45.487103,-75.601128 45.487039,-75.601345 45.486985,-75.601666 45.486893,-75.602035 45.486781,-75.602375 45.486661,-75.602775 45.486515,-75.602914 45.486461,-75.603088 45.48636,-75.60333 45.486202,-75.603579 45.486033,-75.603803 45.485873,-75.604039 45.485684,-75.604242 45.485516,-75.604441 45.48534,-75.604674 45.485118,-75.605154 45.48464,-75.605635 45.484168,-75.605935 45.483877,-75.606125 45.48371,-75.606462 45.483414,-75.606897 45.483053,-75.607284 45.482739,-75.607934 45.482243,-75.60841 45.481886,-75.608615 45.481758,-75.608794 45.481661,-75.608973 45.481575,-75.609198 45.48149,-75.609549 45.481395,-75.609739 45.481369)
{347959D1-3F32-4CBB-9D16-F6141C97F515}|81017|317|Chaussée désignée|Oui|Oui|T.Q.C|Flexible|Ville|0|1718.3|LINESTRING (-75.609607 45.481265,-75.609603 45.481295,-75.609577 45.481317,-75.609548 45.481331,-75.609356 45.481383,-75.609107 45.481458,-75.608863 45.481555,-75.608622 45.481682,-75.608401 45.481814,-75.608167 45.481978,-75.607734 45.482298,-75.607471 45.4825,-75.6071 45.482797,-75.606683 45.483146,-75.606403 45.483384,-75.606016 45.483714,-75.605906 45.483815,-75.605758 45.483959,-75.605297 45.484416,-75.604766 45.484937,-75.604517 45.485177,-75.60436 45.485328,-75.60424 45.485435,-75.604095 45.485551,-75.60385 45.485738,-75.603627 45.485903,-75.603417 45.486049,-75.603086 45.486277,-75.602926 45.486371,-75.602771 45.486451,-75.602541 45.48654,-75.602234 45.486647,-75.601932 45.486749,-75.60153 45.486872,-75.601218 45.48696,-75.60093 45.487024,-75.600566 45.487084,-75.600255 45.48713,-75.599933 45.48717,-75.5996 45.487202,-75.599112 45.487231,-75.598339 45.487263,-75.597578 45.487283,-75.597143 45.487294,-75.59686 45.487328,-75.596567 45.487382,-75.595511 45.487647,-75.594738 45.487887,-75.594322 45.48804,-75.594043 45.488157,-75.593792 45.488279,-75.593509 45.48844,-75.593193 45.488647,-75.5929 45.488867,-75.592685 45.489032,-75.592485 45.489152,-75.592252 45.489281,-75.592057 45.489368)
{69D5F5FA-2EEE-46B0-ABF3-6606ED8F32EC}|81017|324|Sentier polyvalent||Non|T.Q.C|Flexible|Ville|3|1805.6|LINESTRING (-75.716048 45.48867,-75.716095 45.488698,-75.716129 45.48873,-75.716154 45.488776,-75.716174 45.48887,-75.716191 45.488978,-75.716203 45.48911,-75.716211 45.489153,-75.716236 45.489204,-75.716274 45.489236,-75.716317 45.489251,-75.716359 45.489255,-75.716399 45.48925,-75.716452 45.489226,-75.7165 45.489187,-75.716546 45.489122,-75.716584 45.489022,-75.716612 45.488956,-75.716638 45.488898,-75.716984 45.488118,-75.717086 45.487906,-75.717236 45.488,-75.717914 45.488441,-75.718127 45.488583,-75.718206 45.488645,-75.718257 45.488691,-75.718293 45.488729,-75.718304 45.488752,-75.718308 45.488775,-75.718308 45.488805,-75.718315 45.488817,-75.718329 45.488827,-75.718548 45.488875,-75.718617 45.488906,-75.718665 45.488937,-75.718712 45.488977,-75.71877 45.489003,-75.718828 45.489017,-75.719067 45.489072,-75.719579 45.489195,-75.720218 45.48935,-75.721019 45.489524,-75.721888 45.489716,-75.722617 45.489899,-75.723231 45.490045,-75.723873 45.490194,-75.724558 45.490344,-75.724854 45.490414,-75.724981 45.490436,-75.725157 45.490455,-75.725275 45.490471,-75.72538 45.490494,-75.726446 45.49073,-75.727912 45.491056,-75.729312 45.491365,-75.730781 45.491692,-75.731992 45.491962,-75.732592 45.492093,-75.732695 45.492116,-75.732761 45.492151,-75.732791 45.492182,-75.732822 45.492216,-75.732942 45.492595,-75.733 45.492605,-75.733112 45.492623,-75.73333 45.492665,-75.733515 45.492708,-75.733578 45.492732,-75.733707 45.492792,-75.733823 45.492833,-75.734048 45.492887,-75.734225 45.49294,-75.734361 45.492997,-75.734476 45.493048,-75.734508 45.493068,-75.734703 45.493155,-75.734873 45.493236,-75.734999 45.493299,-75.735024 45.493313)
{29E2A76E-5176-49A7-B54C-D49247A38384}|81017|325|Sentier polyvalent||Non|T.Q.C|Flexible|Ville|3|805.1|LINESTRING (-75.734999 45.493299,-75.735099 45.493333,-75.735166 45.493352,-75.735242 45.493361,-75.735374 45.493374,-75.735469 45.493386,-75.735552 45.493404,-75.735622 45.493433,-75.736084 45.493658,-75.73685 45.494028,-75.737153 45.494175,-75.737201 45.494198,-75.73723 45.494204,-75.737258 45.494203,-75.73728 45.49419,-75.737284 45.494169,-75.737272 45.494147,-75.737242 45.494126,-75.737059 45.494008,-75.736728 45.493794,-75.736444 45.49361,-75.736219 45.493459,-75.735982 45.493306,-75.735949 45.493284,-75.735936 45.493264,-75.735933 45.493245,-75.735942 45.493227,-75.73596 45.493215,-75.735988 45.493218,-75.73602 45.493228,-75.736068 45.493249,-75.736365 45.493383,-75.73671 45.493531,-75.737138 45.49372,-75.737207 45.493755,-75.737246 45.493768,-75.737269 45.493768,-75.737294 45.493762,-75.737308 45.493745,-75.737308 45.493725,-75.737297 45.493701,-75.73726 45.493674,-75.737097 45.49356,-75.736862 45.493403,-75.73669 45.49329,-75.736615 45.493238,-75.736581 45.493194,-75.736563 45.493155,-75.736569 45.493119,-75.736594 45.493086,-75.736618 45.493072,-75.737069 45.492776,-75.737814 45.492293,-75.73792 45.492226,-75.737981 45.492205,-75.738033 45.492197,-75.738081 45.492196,-75.738146 45.49221,-75.738305 45.492252,-75.738498 45.492315,-75.738641 45.492369,-75.738847 45.492457)
{0B1F610F-DA54-4F7D-A8E2-0DC4A227ACAF}|81017|326|Sentier polyvalent||Non|T.Q.C|Flexible|Ville|3|745.7|LINESTRING (-75.73931 45.49233,-75.739449 45.492219,-75.739536 45.492152,-75.739634 45.492086,-75.739718 45.492021,-75.739779 45.491964,-75.739827 45.491896,-75.739861 45.491823,-75.739882 45.491759,-75.739888 45.491707,-75.739893 45.491528,-75.739895 45.491266,-75.739898 45.491176,-75.739914 45.491086,-75.739951 45.490999,-75.740002 45.490916,-75.740056 45.490849,-75.740125 45.490782,-75.740208 45.490718,-75.740307 45.490659,-75.740714 45.490455,-75.741629 45.490008,-75.742 45.489843,-75.742414 45.48968,-75.742581 45.489624,-75.742781 45.489564,-75.742975 45.489505,-75.743214 45.489453,-75.743402 45.489427,-75.743547 45.489418,-75.743734 45.489412,-75.743921 45.489412,-75.744088 45.489401,-75.744248 45.489384,-75.744373 45.489356,-75.744509 45.489317,-75.744657 45.489255,-75.744754 45.489189,-75.74482 45.489126,-75.74489 45.489044,-75.744962 45.488972,-75.745065 45.488903,-75.745179 45.488854,-75.745305 45.488806,-75.746248 45.488525)
{657288A7-2D4C-451B-9C19-A1915EADE47C}|81017|328|Sentier polyvalent||Non|T.Q.C|Flexible|Ville|0|188.7|LINESTRING (-75.736041 45.496502,-75.736036 45.496436,-75.736031 45.496376,-75.736006 45.496319,-75.735972 45.496259,-75.735896 45.496167,-75.735786 45.496054,-75.735671 45.495941,-75.735605 45.495907,-75.735532 45.495897,-75.735475 45.495914,-75.735362 45.495961,-75.734644 45.496229,-75.734321 45.49633)
{AA86BE0B-B263-480A-AE7D-E47FA756E32D}|81017|329|Sentier polyvalent||Non|T.Q.C|Flexible|Ville|0|26.8|LINESTRING (-75.7363 45.496228,-75.736242 45.496248,-75.736192 45.496264,-75.73615 45.496271,-75.736097 45.496275,-75.736031 45.49627,-75.735972 45.496259)
{C23FDB6A-9F77-4565-92B9-B9D5616D5A7B}|81017|336|Sentier polyvalent||Non|T.Q.C|Flexible|Ville|0|105.8|LINESTRING (-75.727507 45.497738,-75.727564 45.49772,-75.727643 45.497687,-75.727705 45.497657,-75.727763 45.497626,-75.727823 45.497574,-75.727878 45.497505,-75.727924 45.497436,-75.727944 45.497502,-75.727973 45.497567,-75.728006 45.497621,-75.728044 45.497669,-75.728111 45.497716,-75.728198 45.497769,-75.728263 45.497807,-75.72834 45.497832)
{F9A4303D-C8C2-4D29-AC64-AC1F0116C22C}|81017|337|Sentier polyvalent||Non|T.Q.C|Mixte|Ville|0|162.0|LINESTRING (-75.727924 45.497436,-75.727928 45.497347,-75.727966 45.49723,-75.728066 45.497006,-75.728155 45.496778,-75.728209 45.496638,-75.728244 45.496524,-75.728259 45.496296,-75.728277 45.496142,-75.728279 45.496008)
{730A4BB8-935F-4F46-9838-E6441EFC9311}|81017|344|Sentier polyvalent||Non|T.Q.C|Flexible|Ville|0|492.3|LINESTRING (-75.688848 45.492274,-75.688442 45.492297,-75.688109 45.492315,-75.687808 45.492326,-75.687488 45.492339,-75.687069 45.492371,-75.6861 45.492438,-75.685692 45.492469,-75.685296 45.492493,-75.684801 45.492527,-75.684185 45.492567,-75.683746 45.492597,-75.683338 45.492625,-75.682951 45.492648,-75.682575 45.492679)
