"MUNID","CODEID","TYPE","ROUTE_VERT","DIREC_UNIQ","STATUT","REVETEMENT","PROPRIO","LARGEUR","LONGUEUR","ENTITEID","GEOM"
"81017","850","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","0","68.1","{D67BF785-B40E-4873-BB48-2FB236AE6420}","LINESTRING (-75.765955 45.428879,-75.765855 45.428826,-75.765719 45.428758,-75.765645 45.428707,-75.765611 45.428661,-75.765586 45.428583,-75.765583 45.428483,-75.765582 45.42838)"
"81017","851","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","6.5","{6E1B5A28-D814-43DD-9051-88D7120984AF}","LINESTRING (-75.765011 45.428349,-75.764927 45.428344)"
"81017","852","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","3.2","13.0","{1B661A39-B43A-4928-BA91-1151C557B319}","LINESTRING (-75.767992 45.426245,-75.76805 45.426278,-75.768127 45.426313)"
"81017","853","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","3.2","41.4","{2407E1C1-CBDB-4B6A-8797-0C5A28AD586A}","LINESTRING (-75.768127 45.426313,-75.768609 45.426469)"
"81017","854","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","3.2","17.7","{597CB41A-7B02-4EFD-BAA9-8F0733616F1E}","LINESTRING (-75.768609 45.426469,-75.768811 45.426541)"
"81017","855","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","0","39.4","{53F0209C-9999-4988-8298-3095821442F9}","LINESTRING (-75.767992 45.426245,-75.768072 45.426228,-75.768148 45.426206,-75.768223 45.426178,-75.768293 45.426144,-75.768358 45.426106,-75.768417 45.426063)"
"81017","856","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","3.2","149.1","{E56E5515-4ADA-49C1-84D0-EC7203588BD7}","LINESTRING (-75.768811 45.426541,-75.76896 45.426565,-75.769083 45.42661,-75.769427 45.426717,-75.769716 45.426826,-75.769919 45.426903,-75.770218 45.427001,-75.77054 45.427097)"
"81017","857","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","3.2","86.8","{33CC628D-0272-4D42-A0A4-CEE6D32B9917}","LINESTRING (-75.772463 45.427736,-75.772564 45.427759,-75.772718 45.427816,-75.772897 45.427897,-75.773036 45.427928,-75.773493 45.428008)"
"81017","858","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","3.2","1.8","{A7791011-3AA3-4196-9787-6663981CECB0}","LINESTRING (-75.77244 45.42773,-75.772463 45.427736)"
"81017","859","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","5.0","{13F78266-AA9B-487C-9A6D-1EFC4A58A69B}","LINESTRING (-75.77168 45.427037,-75.771738 45.427017)"
"81017","860","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","3.2","57.9","{140A34CF-06A8-4DF5-94A6-F133A0D2B015}","LINESTRING (-75.77054 45.427097,-75.77054 45.427077,-75.770544 45.427057,-75.770552 45.427038,-75.770564 45.42702,-75.770612 45.426938,-75.770622 45.42692,-75.77063 45.4269,-75.770633 45.42688,-75.770693 45.42659)"
"81017","861","Jointure","Non","Non","T.Q.C","Flexible","Ville","3.2","4.5","{0B013765-9B6B-4FEE-92CA-CC436D3BDB3B}","LINESTRING (-75.770693 45.42659,-75.770703 45.42655)"
"81017","862","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","3.2","43.5","{47CA8244-1654-41BC-8ABD-9A0E1BF611E7}","LINESTRING (-75.771037 45.427189,-75.770981 45.427177,-75.770923 45.42717,-75.770864 45.42717,-75.770806 45.427175,-75.770758 45.42718,-75.770711 45.42718,-75.770664 45.427176,-75.770618 45.427167,-75.770599 45.427159,-75.770581 45.42715,-75.770567 45.427139,-75.770555 45.427126,-75.770546 45.427112,-75.77054 45.427097)"
"81017","863","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","6.6","{EB387151-AA76-4576-AEF4-27627C51599D}","LINESTRING (-75.77101 45.427623,-75.771006 45.427683)"
"81017","864","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","6.7","{53ACFD3E-C9DD-4FA6-AA20-5631E0D50949}","LINESTRING (-75.772466 45.427352,-75.772469 45.427291)"
"81017","865","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","6.5","{B63BB3B0-ED9C-4122-BC72-5FB72B07FE98}","LINESTRING (-75.772215 45.428059,-75.772176 45.428111)"
"81017","866","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","13.2","{68AD7AD9-3571-4E49-BE9A-ED3EB5170E3C}","LINESTRING (-75.7733 45.428973,-75.773333 45.428856)"
"81017","867","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","14.8","{5AF8A113-374B-4420-92E1-128A04A0B32B}","LINESTRING (-75.773439 45.429064,-75.7733 45.428973)"
"81017","869","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","2.0","{6CB7824B-C32B-44E7-9B8D-505EB2C4CCFC}","LINESTRING (-75.773333 45.428856,-75.773338 45.428838)"
"81017","870","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","2.9","14.7","{1E75D295-2641-4296-A556-140136FC43CD}","LINESTRING (-75.76605 45.429046,-75.766073 45.429126,-75.766092 45.429175)"
"81017","871","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","2.9","5.0","{4AA5D378-3983-40E5-BDDF-D80347AB5C04}","LINESTRING (-75.766146 45.429309,-75.766164 45.429353)"
"81017","872","Bande cyclable","Non","Oui","T.Q.C","Flexible","Ville","0","48.7","{686F93FE-426D-4D8A-9F76-661C00E35E33}","LINESTRING (-75.76675 45.429209,-75.76654 45.429228,-75.766217 45.429283,-75.766142 45.429301)"
"81017","873","Jointure","Non","Non","T.Q.C","Flexible","Ville","2.9","0.9","{50979230-BFB6-436D-B349-7F3764F6449B}","LINESTRING (-75.766142 45.429301,-75.766146 45.429309)"
"81017","874","Jointure","Non","Non","T.Q.C","Flexible","Ville","2.9","1.5","{B261C6DF-10CE-4638-BD8B-4B326D36AC27}","LINESTRING (-75.766092 45.429175,-75.766098 45.429189)"
"81017","875","Bande cyclable","Non","Oui","T.Q.C","Flexible","Ville","1.8","50.9","{11D1EEF4-B78F-4F0D-8B20-EB9902C27E35}","LINESTRING (-75.766732 45.429091,-75.766468 45.42912,-75.766098 45.429189)"
"81017","876","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","0","369.4","{B7FF117B-0285-4F8D-9087-7983CF891722}","LINESTRING (-75.761951 45.426626,-75.761938 45.426632,-75.761926 45.426639,-75.761915 45.426647,-75.761906 45.426657,-75.7619 45.426667,-75.761896 45.426677,-75.761901 45.426718,-75.761902 45.426725,-75.761975 45.427239,-75.762 45.427399,-75.762049 45.427712,-75.762097 45.428017,-75.762102 45.428033,-75.762107 45.428047,-75.762114 45.428062,-75.762137 45.428107,-75.762158 45.428149,-75.762174 45.42819,-75.76218 45.428208,-75.762183 45.428219,-75.762183 45.428232,-75.76219 45.428371,-75.762199 45.428455,-75.762225 45.428624,-75.762226 45.42864,-75.76223 45.428651,-75.76225 45.428711,-75.762251 45.428723,-75.762259 45.428823,-75.762265 45.428894,-75.762285 45.429135,-75.762296 45.429225,-75.762307 45.429295,-75.762319 45.429366,-75.762327 45.429404,-75.762361 45.429569,-75.76238 45.429647,-75.762427 45.429843,-75.762438 45.429907)"
"81017","877","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","5.3","{BA8FF69C-E722-4244-B861-FBF65EA69D82}","LINESTRING (-75.762438 45.429907,-75.762439 45.429912,-75.76244 45.429918,-75.762441 45.429924,-75.762445 45.429929,-75.762449 45.429935,-75.762455 45.429939,-75.762462 45.429943,-75.762469 45.429946)"
"81017","878","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","22.4","{5E92D90E-0294-4F02-AAC1-923745AFC83B}","LINESTRING (-75.762469 45.429946,-75.762501 45.430147)"
"81017","879","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","4.0","{BBB46FA9-3F48-4D0B-8254-A93B1C9E08CB}","LINESTRING (-75.762501 45.430147,-75.762485 45.430162,-75.762473 45.430178)"
"81017","880","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","0","184.6","{29134B43-BA66-469E-B767-248BBB689200}","LINESTRING (-75.762995 45.432278,-75.763002 45.432301,-75.763028 45.432384,-75.763033 45.432401,-75.763053 45.432446,-75.763081 45.432506,-75.763106 45.432563,-75.763133 45.432617,-75.763166 45.432676,-75.76321 45.432756,-75.763264 45.432852,-75.763313 45.432939,-75.763339 45.432987,-75.763401 45.433098,-75.763441 45.433173,-75.763485 45.433268,-75.763519 45.433343,-75.763561 45.43343,-75.763581 45.433468,-75.763619 45.433537,-75.763648 45.433587,-75.763672 45.433625,-75.763737 45.433722,-75.763758 45.433751,-75.763778 45.43378,-75.763816 45.433832)"
"81017","881","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","26.3","{E58DAF6F-A9FC-4473-9BB6-9762C34496AF}","LINESTRING (-75.762927 45.432045,-75.762943 45.432101,-75.762995 45.432278)"
"81017","882","Jointure","Non","Non","T.Q.C","Flexible","CCN","0","31.6","{7BDC9F83-A5E9-4BC2-8BEB-EB933E005B7F}","LINESTRING (-75.76254 45.43213,-75.762927 45.432045)"
"81017","883","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","56.2","{FFFAF8F7-67F8-4270-8590-5669A6390D13}","LINESTRING (-75.765461 45.435922,-75.765389 45.435999,-75.765553 45.436247,-75.765743 45.43629)"
"81017","884","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","3","102.6","{0107FA75-D794-4F60-BBFC-E701A85E5245}","LINESTRING (-75.766375 45.43734,-75.766502 45.437517,-75.766729 45.437842,-75.766843 45.437994,-75.766962 45.438166)"
"81017","885","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","33.0","{716DBDCF-F6C0-40E4-AF22-34D64537B257}","LINESTRING (-75.766097 45.437522,-75.766099 45.437445,-75.766375 45.43734)"
"81017","886","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","0","146.3","{78EB4DAE-45CD-4542-8AB3-52B2B9DB9D77}","LINESTRING (-75.770775 45.436866,-75.771114 45.436817,-75.771376 45.436761,-75.771631 45.436694,-75.771835 45.436628,-75.77222 45.436501,-75.772499 45.436404,-75.772515 45.436398)"
"81017","887","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","17.3","{B6C2F1E9-A4CF-46F7-B037-F6A8B2D8BF7D}","LINESTRING (-75.770555 45.436887,-75.770775 45.436866)"
"81017","888","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","20.1","{318B3484-071A-45A2-B163-24840F3F0BCD}","LINESTRING (-75.772515 45.436398,-75.772764 45.436353)"
"81017","889","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","0","265.2","{903186F2-55DA-47F7-BB92-97F87BF623BC}","LINESTRING (-75.772764 45.436353,-75.772785 45.43636,-75.77284 45.43638,-75.772868 45.43639,-75.772893 45.436404,-75.772915 45.436421,-75.772927 45.436432,-75.772942 45.436442,-75.772958 45.436451,-75.772977 45.436457,-75.772996 45.436461,-75.773017 45.436463,-75.773037 45.436462,-75.773057 45.436459,-75.773286 45.43641,-75.773303 45.436407,-75.77332 45.436406,-75.773337 45.436407,-75.773354 45.43641,-75.77337 45.436414,-75.773385 45.43642,-75.773399 45.436428,-75.773448 45.436465,-75.773609 45.436731,-75.77364 45.436779,-75.773696 45.436843,-75.773775 45.43692,-75.773865 45.43699,-75.773951 45.437044,-75.774022 45.437084,-75.774102 45.437124,-75.774187 45.437157,-75.774218 45.437167,-75.774649 45.437305,-75.774717 45.437324,-75.774787 45.437336,-75.774858 45.437344,-75.774931 45.437345,-75.775466 45.437323,-75.775483 45.437322)"
"81017","890","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","5.3","{BDA3CF5F-8D7C-4407-AB41-416D9E55E628}","LINESTRING (-75.775516 45.437664,-75.77552 45.437713)"
"81017","891","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","0","183.4","{F84BEF4C-24A7-4A4E-9AA0-77943CC3DDF3}","LINESTRING (-75.775483 45.437322,-75.775663 45.437316,-75.775699 45.437316,-75.775735 45.437318,-75.775787 45.437325,-75.77585 45.437331,-75.775912 45.437332,-75.776251 45.437319,-75.776627 45.437305,-75.776686 45.437302,-75.776955 45.437305,-75.777338 45.437312,-75.777369 45.437314,-75.777399 45.437318,-75.777668 45.437383,-75.777751 45.437404,-75.7778 45.437417)"
"81017","892","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","12.4","{F250D638-BC06-42E0-AFA3-1518F0BC6437}","LINESTRING (-75.777478 45.437673,-75.777371 45.437755)"
"81017","893","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","11.9","{0D8A63C7-6F70-48D6-A204-62987C4DBF24}","LINESTRING (-75.783442 45.439528,-75.783338 45.439449)"
"81017","894","Jointure","Non","Oui","T.Q.C","Flexible","Ville","0","27.9","{43450529-1488-4DFA-95EB-B089EF881A45}","LINESTRING (-75.785392 45.443927,-75.785379 45.443951,-75.785423 45.444141,-75.78543 45.444174)"
"81017","895","Jointure","Non","Oui","T.Q.C","Flexible","Ville","0","23.8","{5E036C0D-D769-4116-A4BD-7C435E32127F}","LINESTRING (-75.785392 45.443927,-75.785421 45.443924,-75.78566 45.443893,-75.785691 45.443886)"
"81017","896","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","0","133.3","{D708E6BF-6911-4AC5-8ED8-DA554B100547}","LINESTRING (-75.785726 45.445354,-75.785689 45.445268,-75.785657 45.445182,-75.785601 45.444952,-75.785509 45.444552,-75.78543 45.444174)"
"81017","897","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","13.4","{D47D4DBA-7B6D-4D00-B710-F367616E7CAA}","LINESTRING (-75.785793 45.445466,-75.785726 45.445354)"
"81017","898","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","0","60.8","{0950012E-CF2C-42F5-A988-7812295D7268}","LINESTRING (-75.786256 45.445903,-75.786169 45.445841,-75.786086 45.445775,-75.786008 45.445707,-75.785929 45.44563,-75.785857 45.44555,-75.785793 45.445466)"
"81017","899","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","12.5","{0570F247-3380-427D-A973-178D5369FD2E}","LINESTRING (-75.786379 45.445975,-75.786256 45.445903)"
"81017","900","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","3","206.3","{D2A091BD-2EB5-472A-A43F-8611FBC23BD8}","LINESTRING (-75.787946 45.446421,-75.788411 45.44656,-75.788509 45.446599,-75.788602 45.446644,-75.78869 45.446693,-75.788772 45.446747,-75.788847 45.446806,-75.788916 45.446868,-75.788978 45.446934,-75.789032 45.447003,-75.7890821414045 45.44708621901911,-75.78912026806738 45.44717250567719,-75.789146 45.447261,-75.789313 45.447847)"
"81017","901","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","14.3","{3620C706-D333-43A4-A11F-D169EA0D3CE5}","LINESTRING (-75.787946 45.446421,-75.787777 45.44637)"
"81017","903","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","14.2","{5AA4F4A6-C099-4472-9AD5-D09BB84630E8}","LINESTRING (-75.789347 45.447972,-75.789313 45.447847)"
"81017","904","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","3","133.0","{B32A99B6-8BDF-4622-A412-8C6966159504}","LINESTRING (-75.789647 45.44915,-75.789637 45.449073,-75.789622 45.448995,-75.789587 45.448871,-75.789506 45.448553,-75.789422 45.448233,-75.789347 45.447972)"
"81017","905","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","15.1","{9E90EBEC-F750-40B5-94D3-435944EDDFBF}","LINESTRING (-75.789617 45.449285,-75.789647 45.44915)"
"81017","906","Jointure","Non","Non","T.Q.C","Flexible","Ville","0","4.3","{6A2CADF5-DFA8-4D51-9398-B83B22ACA118}","LINESTRING (-75.78923 45.450736,-75.789233 45.450697)"
"81017","907","Jointure","Non","Non","T.Q.C","Flexible","CCN","0","2.7","{2D92297F-5D3E-4E6D-9B07-658395026269}","LINESTRING (-75.729479 45.422457,-75.729512 45.422448)"
"81017","908","Jointure","Non","Non","T.Q.C","Flexible","CCN","0","3.1","{52EBEBDA-68CC-428A-82A2-AD750022E9E7}","LINESTRING (-75.723366 45.424491,-75.723359 45.424463)"
"81017","909","Jointure","Oui","Non","T.Q.C","Flexible","Ville","0","8.7","{E5504A5D-FAD4-4FEB-82C1-013A1CE18BA1}","LINESTRING (-75.71993 45.424635,-75.719846 45.424687)"
"81017","910","Jointure","Oui","Non","T.Q.C","Flexible","Ville","0","18.6","{4FAAC667-CB7C-44AB-BAAA-8CCE93E10D83}","LINESTRING (-75.719658 45.424584,-75.719846 45.424687)"
"81017","911","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","Ville","0","13.5","{D669C433-4C52-4BAB-8CBE-85BFE115A3B0}","LINESTRING (-75.71957 45.424479,-75.719613 45.424531,-75.719658 45.424584)"
"81017","912","Jointure","Oui","Non","T.Q.C","Flexible","Ville","0","7.7","{0F9AB19B-AFA3-4BC6-A7F8-F03A4BD30B45}","LINESTRING (-75.71952 45.42442,-75.71957 45.424479)"
"81017","913","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","CCN","3","44.9","{3B00E8EF-6F35-4480-86EB-7CBBB6BBE2EB}","LINESTRING (-75.713981 45.424023,-75.713819 45.423983,-75.713741 45.423972,-75.713662 45.423968,-75.713631 45.423971,-75.713601 45.423977,-75.713573 45.423987,-75.713547 45.423998,-75.713524 45.424013,-75.713504 45.42403,-75.713468 45.424062)"
"81017","914","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","CCN","3","13.6","{A0E15F9B-B173-467C-B2B9-2C9AAAEAE304}","LINESTRING (-75.713468 45.424062,-75.71342 45.424106,-75.713357 45.424156)"
"81017","915","Jointure","Non","À compléter","T.Q.C","À compléter","CCN","0","17.9","{278D1928-468B-4DDB-A502-CEF8F945E6F7}","LINESTRING (-75.713833 45.424527,-75.714021 45.424619)"
"81017","916","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","CCN","3","308.7","{A5A67340-FB78-4DB9-9344-CAE9D1C3FDE1}","LINESTRING (-75.708393 45.425678,-75.708346 45.425704,-75.708093 45.425841,-75.708004 45.425906,-75.707875 45.426019,-75.70771 45.426199,-75.707586 45.426328,-75.70745 45.426438,-75.707241 45.426604,-75.706926 45.426885,-75.706783 45.427027,-75.706643 45.427174,-75.706562 45.427283,-75.706514 45.427403,-75.706479 45.427526,-75.706452 45.427677,-75.706461 45.427801,-75.706487 45.427979)"
"81017","917","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","138.6","{FE8C20B7-1D20-4E21-B160-20EEEA94227D}","LINESTRING (-75.708504 45.428242,-75.708628 45.428229,-75.708752 45.428222,-75.708877 45.42822,-75.709002 45.428224,-75.709127 45.428234,-75.70925 45.42825,-75.709371 45.428271,-75.70949 45.428298,-75.709607 45.428331,-75.709707 45.42836,-75.70981 45.428385,-75.709915 45.428405,-75.710021 45.428421,-75.710217 45.428438,-75.710231 45.428439)"
"81017","918","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","66.7","{1775F618-B771-4167-ADE6-39CD83D162D9}","LINESTRING (-75.708504 45.428242,-75.70841 45.428253,-75.708319 45.428271,-75.70823 45.428295,-75.708146 45.428325,-75.708066 45.428361,-75.707992 45.428403,-75.707925 45.42845,-75.707864 45.428501,-75.707812 45.428557)"
"81017","919","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","39.1","{564ED342-CD92-49D3-A325-BADE2DFDC640}","LINESTRING (-75.707812 45.428557,-75.707772 45.428609,-75.70774 45.428663,-75.707714 45.428719,-75.707696 45.428776,-75.707685 45.428834,-75.707681 45.428893)"
"81017","920","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","CCN","3","110.4","{AE04BC78-5010-47A9-AC87-AE8A9343C267}","LINESTRING (-75.706487 45.427979,-75.706499 45.42803,-75.706518 45.428079,-75.706543 45.428128,-75.706574 45.428174,-75.706657 45.428286,-75.706721 45.428355,-75.706793 45.428421,-75.706872 45.428482,-75.706958 45.428538,-75.70705 45.42859,-75.707148 45.428635,-75.707251 45.428675,-75.707358 45.428709)"
"81017","921","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","CCN","3","33.1","{4ABD87B9-7A26-4129-8531-0B59682C2D3D}","LINESTRING (-75.707358 45.428709,-75.707424 45.428728,-75.707486 45.428751,-75.707543 45.42878,-75.707596 45.428814,-75.707642 45.428852,-75.707681 45.428893)"
"81017","922","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","CCN","3","40.9","{AE280795-3236-402D-8902-E1ADAB5E46E0}","LINESTRING (-75.707358 45.428709,-75.707424 45.428709,-75.707489 45.428703,-75.707552 45.428691,-75.707613 45.428674,-75.70767 45.428652,-75.707723 45.428625,-75.70777 45.428593,-75.707812 45.428557)"
"81017","923","Jointure","Non","Non","T.Q.C","Flexible","CCN","0","12.5","{B7D94203-3860-4091-ABFA-DAF9DDCB0409}","LINESTRING (-75.710231 45.428439,-75.710387 45.428465)"
"81017","924","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","CCN","3","49.1","{24147807-E728-4E49-8816-C3293A9E18F5}","LINESTRING (-75.707752 45.431063,-75.7078101301686 45.431144152301066,-75.70782776775755 45.431234069421215,-75.707803 45.431323,-75.70769 45.431473)"
"81017","925","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","20.0","{68DB19C7-8D8C-49F6-8B83-D4AEACBBC687}","LINESTRING (-75.707561 45.430882,-75.707591 45.43089,-75.707622 45.430895,-75.707654 45.430897,-75.707686 45.430895,-75.707717 45.43089,-75.707746 45.430881,-75.707773 45.430869,-75.707797 45.430855,-75.707798 45.430854)"
"81017","926","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","CCN","3","25.1","{ED8A31E4-1126-4A15-AE7B-AB97F9F96142}","LINESTRING (-75.707561 45.430882,-75.707621 45.430944,-75.707684 45.431005,-75.707752 45.431063)"
"81017","927","Piste multifonctionnelle","Non","Non","T.Q.C","Rigide","CCN","0","21.2","{636E31EA-3D23-4F6D-87EC-3D8F2AFE230B}","LINESTRING (-75.708683 45.431701,-75.708622 45.43168,-75.70844 45.431616)"
"81017","928","Jointure","Non","Non","T.Q.C","Rigide","CCN","0","8.9","{DC5AB7F8-3CF8-40FF-B552-1D78410D2596}","LINESTRING (-75.70947 45.431825,-75.709413 45.431755)"
"81017","929","Jointure","Non","Non","T.Q.C","Flexible","CCN","0","22.5","{14BF0D7E-178F-4B1A-AE7E-9B804FE8F4A5}","LINESTRING (-75.709598 45.43198,-75.70985 45.432077)"
"81017","930","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","CCN","3","88.3","{D66A37F4-6FEB-486F-B3A5-132AB79C78D0}","LINESTRING (-75.70769 45.431473,-75.70763898910081 45.431540235967354,-75.70760466832239 45.431612578784645,-75.707588 45.431688,-75.707585 45.431706,-75.707585 45.431763,-75.707589 45.431794,-75.7076 45.431824,-75.707618 45.431852,-75.707641 45.431878,-75.707676 45.431919,-75.707704 45.431962,-75.707725 45.432008,-75.707739 45.432055,-75.707745 45.432102,-75.707744 45.43215,-75.707732 45.43223)"
"81017","931","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","CCN","3","39.3","{9B853C87-12F0-431E-9C06-6EE71E20273A}","LINESTRING (-75.707585 45.434808,-75.707558 45.434832,-75.707535 45.434857,-75.707505 45.434893,-75.70747 45.434926,-75.707431 45.434956,-75.707387 45.434983,-75.707342 45.435013,-75.707303 45.435046,-75.707271 45.435082)"
"81017","932","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","CCN","3","179.8","{2FD73C40-2926-4A5A-8C40-330076E5B853}","LINESTRING (-75.707585 45.434808,-75.707603 45.434822,-75.707615 45.434842,-75.707624 45.434864,-75.707628 45.434886,-75.707628 45.434908,-75.707631 45.434983,-75.707625 45.435057,-75.707609 45.435132,-75.707599 45.435185,-75.707598 45.435239,-75.707606 45.435293,-75.707622 45.435345,-75.707647 45.435396,-75.707679 45.435445,-75.707719 45.435491,-75.707767 45.435533,-75.707812 45.435562,-75.707861 45.435585,-75.707915 45.435604,-75.707972 45.435618,-75.70803 45.435627,-75.70809 45.43563,-75.708182 45.435627,-75.708274 45.43562,-75.708364 45.435608,-75.708453 45.435592,-75.708545 45.435577,-75.708638 45.435568,-75.708733 45.435565,-75.708936 45.435577)"
"81017","934","Jointure","Non","Non","T.Q.C","Flexible","CCN","0","2.0","{61CA6A43-B887-4B9D-B9FD-22B648C7739C}","LINESTRING (-75.708295 45.43889,-75.70827 45.438885)"
"81017","935","Jointure","Non","Non","T.Q.C","Flexible","CCN","0","12.8","{BFE73C6D-3379-49AA-AAAF-760C0ED4BCDC}","LINESTRING (-75.707073 45.438212,-75.706972 45.438121)"
"81017","936","Jointure","Non","Non","T.Q.C","Flexible","CCN","0","14.5","{39D6BB33-2BF7-4A79-AB00-3D4565C983A6}","LINESTRING (-75.707194 45.437983,-75.707011 45.438001)"
"81017","937","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","CCN","3","116.0","{25F6E5E2-E322-4E86-A417-7CACC5BCFF4F}","LINESTRING (-75.70668 45.438117,-75.706679 45.438123,-75.706687 45.438164,-75.706702 45.438202,-75.706723 45.438239,-75.706791 45.438341,-75.706866 45.438434,-75.706884 45.438466,-75.706896 45.4385,-75.7069 45.438534,-75.706898 45.438569,-75.706889 45.438603,-75.706836 45.438746,-75.706793 45.438861,-75.706775 45.438922,-75.706767 45.438958,-75.706769 45.438994,-75.70678 45.43903,-75.706799 45.439064,-75.706826 45.439094,-75.706837 45.439106)"
"81017","938","Jointure","Oui","Non","T.Q.C","Flexible","CCN","3","7.2","{E2208C7F-B889-4B1E-8F4F-1390D7B9EE55}","LINESTRING (-75.706837 45.439106,-75.706888 45.439161)"
"81017","939","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","CCN","3","306.0","{8A120506-FC9C-4966-8534-F4C0962163B3}","LINESTRING (-75.708052 45.442037,-75.708253 45.442141,-75.708456 45.442245,-75.708582 45.442313,-75.708695 45.442359,-75.708757 45.442376,-75.708829 45.442384,-75.70891 45.44238,-75.708987 45.442368,-75.709062 45.44234,-75.709143 45.442303,-75.70922 45.44226,-75.709814 45.441877,-75.710072 45.441708,-75.710167 45.441655,-75.710258 45.441613,-75.710391 45.441555,-75.710778 45.441408,-75.710953 45.441339,-75.711116 45.441271,-75.711196 45.44124,-75.711231 45.441229,-75.711267 45.44122)"
"81017","940","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","31.4","{6F5568C7-917B-41CD-BE3A-76C4AFC03DC9}","LINESTRING (-75.708548 45.440734,-75.708387 45.440789,-75.708297 45.440847,-75.70824 45.440905)"
"81017","941","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","44.9","{62F83205-82AB-43B1-B6A1-07621D7BF8DA}","LINESTRING (-75.708548 45.440734,-75.708405 45.440764,-75.708298 45.440795,-75.708203 45.440811,-75.708116 45.440814,-75.707992 45.440804)"
"81017","942","Jointure","Non","Non","T.Q.C","Flexible","CCN","0","4.1","{3113201A-E484-4402-864B-6F44B17BF121}","LINESTRING (-75.707992 45.440804,-75.707939 45.440799)"
"81017","943","Jointure","Non","Oui","T.Q.C","Flexible","Ville","0","11.7","{BF1C830D-9185-425C-AFC7-63F4112AAAED}","LINESTRING (-75.708094 45.440491,-75.708118 45.440387)"
