"MUNID","CODEID","TYPE","ROUTE_VERT","DIREC_UNIQ","STATUT","REVETEMENT","PROPRIO","LARGEUR","LONGUEUR","ENTITEID","GEOM"
"81017","155","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","0","38.4","{22950B91-87FF-41F2-97CE-410D0B04007A}","LINESTRING (-75.495554 45.522102,-75.495577 45.522185,-75.495588 45.522261,-75.495594 45.522338,-75.495588 45.522359,-75.495577 45.522379,-75.495562 45.522398,-75.495542 45.522415,-75.495519 45.522429)"
"81017","156","Accotement asphalté","Oui","Oui","T.Q.C","Flexible","Ville","0","2986.1","{5F80B446-1CA8-4109-8D1F-B5160E2CBF24}","LINESTRING (-75.453663 45.534531,-75.454006 45.534438,-75.455038 45.534169,-75.457202 45.533604,-75.459522 45.533013,-75.461433 45.532541,-75.462434 45.532341,-75.463242 45.532201,-75.463978 45.532092,-75.464865 45.531989,-75.466848 45.531786,-75.467466 45.531717,-75.468072 45.531628,-75.468546 45.531533,-75.469033 45.531415,-75.469473 45.531298,-75.469878 45.531171,-75.470411 45.53098,-75.471129 45.53071,-75.473027 45.530012,-75.473996 45.529645,-75.474547 45.529427,-75.475065 45.529202,-75.475592 45.528966,-75.476149 45.528695,-75.476686 45.528411,-75.477795 45.527855,-75.478405 45.527537,-75.479399 45.527034,-75.480272 45.526593,-75.481092 45.526181,-75.481993 45.525719,-75.482565 45.525439,-75.483142 45.525171,-75.48368 45.524935,-75.484215 45.524725,-75.484422 45.524654,-75.484691 45.524562,-75.484912 45.524487,-75.485142 45.524401,-75.485422 45.524281,-75.485685 45.524196,-75.485975 45.524097,-75.486255 45.524012,-75.486933 45.523812,-75.48754 45.52365,-75.488056 45.523525)"
"81017","157","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","0","15.3","{F3B431EA-8A2A-4D5E-9FB7-34AAD8FBF8F7}","LINESTRING (-75.751178 45.419391,-75.75117 45.419529)"
"81017","158","Bande cyclable","Non","Oui","T.Q.C","Flexible","Ville","0","1047.4","{466FA7B2-7AB8-442A-A064-AFF480B3504E}","LINESTRING (-75.758982 45.453749,-75.758946 45.453731,-75.758918 45.453708,-75.758904 45.453634,-75.758902 45.453589,-75.75889 45.453387,-75.758871 45.453167,-75.758856 45.453024,-75.758832 45.452851,-75.758792 45.45265,-75.75874 45.452438,-75.758713 45.452353,-75.758642 45.452145,-75.75859118137708 45.45203515438865,-75.75853313913177 45.45192707572497,-75.758468 45.451821,-75.75840776438301 45.45173351801915,-75.75833932781032 45.45164905727334,-75.758263 45.451568,-75.758116 45.451424,-75.757833 45.45117,-75.757566 45.450934,-75.757426 45.450809,-75.757103 45.450569,-75.756991 45.450478,-75.756874 45.450381,-75.756733 45.450267,-75.756602 45.450168,-75.756445 45.450052,-75.756265 45.449911,-75.75599 45.449699,-75.755764 45.449513,-75.755643 45.449417,-75.755533 45.449334,-75.755361 45.449207,-75.755222 45.4491,-75.755024 45.448977,-75.754746 45.448811,-75.754468 45.44864,-75.754175 45.44847,-75.753856 45.448283,-75.753533 45.448091,-75.753287 45.447946,-75.752915 45.447729,-75.752609 45.44755,-75.75229 45.447367,-75.75221294282278 45.44732379011208,-75.75213759054009 45.44727911220995,-75.752064 45.447233,-75.75197751130034 45.447173028976586,-75.75189348828515 45.44711134541385,-75.751812 45.447048,-75.75173822812161 45.44698778398237,-75.75167077820299 45.446924007079126,-75.75161 45.446857,-75.751541 45.44677,-75.751445 45.446622,-75.751392 45.44654,-75.75138484588703 45.446527557556955,-75.7513811351284 45.4465144012309,-75.751381 45.446501,-75.75138 45.446485,-75.7513790178381 45.44647141794711,-75.75137566750011 45.44645801659512,-75.75137 45.446445,-75.751352 45.446418)"
"81017","159","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","101.3","{28C2F838-06F9-47C5-B932-EEB2D41F5F8C}","LINESTRING (-75.745148 45.423788,-75.745101 45.423879,-75.745048 45.423975,-75.744959 45.424119,-75.744869 45.424252,-75.744725 45.424441,-75.744591 45.42461)"
"81017","160","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","34.5","{CC9DC274-88CE-40CD-8FA8-C88577D324DF}","LINESTRING (-75.795424 45.388463,-75.795158 45.388215)"
"81017","161","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","Ville","0","356.1","{697E16F9-CE1F-4668-B1C1-B84CD4F7B8D8}","LINESTRING (-75.750961 45.419402,-75.750851 45.419353,-75.750738 45.41931,-75.75062 45.419273,-75.750499 45.419242,-75.750375 45.419217,-75.750196 45.419205,-75.750016 45.419201,-75.749837 45.419204,-75.749784 45.419208,-75.749731 45.419216,-75.749681 45.419228,-75.749632 45.419245,-75.749609 45.419253,-75.749523 45.419285,-75.749472 45.419303,-75.749417 45.419315,-75.74936 45.41932,-75.749302 45.419318,-75.749246 45.419309,-75.749193 45.419294,-75.749144 45.419272,-75.749102 45.419245,-75.749066 45.419208,-75.74904 45.419178,-75.749008 45.419153,-75.748969 45.419131,-75.748927 45.419114,-75.748881 45.419102,-75.748833 45.419095,-75.748783 45.419094,-75.748735 45.419099,-75.748688 45.419109,-75.748626 45.419122,-75.748586 45.419132,-75.748545 45.419136,-75.748503 45.419136,-75.748462 45.419131,-75.748423 45.419122,-75.748387 45.419108,-75.748354 45.41909,-75.748326 45.419068,-75.748303 45.419043,-75.748287 45.419016,-75.748277 45.418988,-75.748274 45.418959,-75.748278 45.41893,-75.748288 45.418901,-75.748303 45.418867,-75.748307 45.418843,-75.748306 45.41882,-75.748299 45.418798,-75.748287 45.418776,-75.748269 45.418756,-75.748248 45.418739,-75.748222 45.418724,-75.7481 45.418645,-75.748045 45.418617,-75.747985 45.418594,-75.747845 45.418553,-75.747708 45.418509,-75.74748 45.418425,-75.747241 45.418333)"
"81017","162","Sentier polyvalent","Non","Non","T.Q.C","À compléter","CCN","0","903.2","{4A0881D6-47D6-4337-98AD-BD3CF3F1581B}","LINESTRING (-75.789704 45.47693,-75.78963 45.476914,-75.789606 45.476909,-75.78947 45.476867,-75.789256 45.476795,-75.789003 45.476703,-75.788763 45.476615,-75.78866 45.476573,-75.788562 45.476526,-75.788469 45.476473,-75.788299 45.476378,-75.788057 45.476243,-75.787573 45.475963,-75.787163 45.475716,-75.786923 45.475562,-75.786684 45.475417,-75.786587 45.475366,-75.786485 45.475319,-75.78638 45.475276,-75.786015 45.475126,-75.785901 45.475068,-75.7858 45.475013,-75.785681 45.474931,-75.785594 45.47487,-75.785516 45.474822,-75.785263 45.474677,-75.785215 45.474653,-75.785173 45.474627,-75.785049 45.474539,-75.784775 45.474344,-75.78462 45.474229,-75.784585 45.474207,-75.784547 45.474188,-75.784505 45.474173,-75.78446 45.474162,-75.784423 45.474151,-75.784388 45.474136,-75.784358 45.474118,-75.784332 45.474095,-75.784311 45.474071,-75.784297 45.474044,-75.784289 45.474016,-75.784286 45.473996,-75.784278 45.473978,-75.784266 45.47396,-75.784251 45.473944,-75.784172 45.473867,-75.784091 45.473791,-75.784065 45.473773,-75.784036 45.473759,-75.784004 45.473747,-75.78397 45.473739,-75.783912 45.473723,-75.783856 45.473702,-75.783559 45.473555,-75.783394 45.473462,-75.783214 45.473349,-75.783015 45.473212,-75.782897 45.473124,-75.782759 45.473017,-75.782617 45.472913,-75.782425 45.472786,-75.782238 45.472656,-75.78211 45.47256,-75.781977 45.472467,-75.78193 45.472439,-75.781878 45.472416,-75.781822 45.472397,-75.781752 45.472371,-75.781684 45.472342,-75.781619 45.472309,-75.781545 45.472264,-75.781474 45.472216,-75.781408 45.472165,-75.781323 45.472094,-75.781241 45.47202,-75.781165 45.471944,-75.781104 45.471882,-75.78105 45.471817,-75.78098 45.471759)"
"81017","163","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","0","48.0","{99F0DA66-6F00-4566-B9D9-57409E507CC6}","LINESTRING (-75.736669 45.472083,-75.736672 45.4721,-75.736511 45.472433,-75.736485 45.472495)"
"81017","164","Accotement asphalté","Oui","Oui","T.Q.C","Flexible","Ville","0","1516.0","{82C8C7E3-781C-41D5-AC56-DC7DB62FAA3D}","LINESTRING (-75.386902 45.550319,-75.389041 45.549892,-75.39069 45.549575,-75.391468 45.549459,-75.392508 45.549316,-75.393274 45.549216,-75.395337 45.54894,-75.397827 45.548614,-75.39887 45.548465,-75.399421 45.548365,-75.400022 45.548247,-75.4015 45.547948,-75.402096 45.54782,-75.402809 45.547647,-75.403452 45.547467,-75.40377 45.547356,-75.40554 45.546881,-75.405633 45.546857)"
"81017","165","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","69.4","{2CF8EC22-CF88-4913-887E-57AA20D48527}","LINESTRING (-75.723892 45.424942,-75.723897 45.424896,-75.723891 45.42485,-75.723875 45.424806,-75.72385 45.424763,-75.723816 45.424724,-75.723774 45.424689,-75.723593 45.4246,-75.72341 45.424512,-75.723366 45.424491)"
"81017","166","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","298.6","{0737E718-7EF4-4CDE-A92C-E26FB76FD8DC}","LINESTRING (-75.747578 45.467335,-75.747655 45.46751,-75.74769 45.467568,-75.747735 45.467606,-75.747799 45.467623,-75.747893 45.467654,-75.747947 45.467689,-75.748073 45.467776,-75.74819 45.467847,-75.748289 45.467904,-75.748342 45.467958,-75.748445 45.468081,-75.748514 45.468146,-75.748595 45.468192,-75.748679 45.468218,-75.748796 45.46824,-75.748858 45.468253,-75.748911 45.468291,-75.748974 45.468398,-75.748998 45.468499,-75.748977 45.468553,-75.748927 45.468619,-75.748883 45.4687,-75.748861 45.468779,-75.74887 45.468863,-75.748895 45.46893,-75.74895 45.46899,-75.749049 45.469056,-75.74926 45.469194,-75.749525 45.469352)"
"81017","167","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","0","161.3","{7374E5C9-ED4C-4A07-B46B-03623EF9C65A}","LINESTRING (-75.761725 45.504484,-75.761368 45.504545,-75.761359 45.504547,-75.761351 45.504551,-75.761343 45.504555,-75.761337 45.50456,-75.761332 45.504566,-75.761328 45.504573,-75.761326 45.504579,-75.761324 45.504584,-75.761321 45.504589,-75.761317 45.504593,-75.761312 45.504597,-75.761306 45.504601,-75.7613 45.504603,-75.761293 45.504605,-75.761035 45.504642,-75.760887 45.504649,-75.760738 45.50465,-75.759723 45.504608)"
"81017","168","Sentier polyvalent","Non","Non","T.Q.C","Gravier","Ville","0","88.0","{AE6918A1-C91E-4EFE-A593-12799C0B2590}","LINESTRING (-75.404363 45.587674,-75.404508 45.587665,-75.40465 45.587649,-75.40478 45.587631,-75.404879 45.587621,-75.405043 45.587612,-75.40524 45.587592,-75.405376 45.587572,-75.405469 45.587539)"
"81017","169","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","60.3","{E0936581-7A45-4373-B759-35ABC5CD76DD}","LINESTRING (-75.765016 45.470558,-75.765011 45.470652,-75.764996 45.470726,-75.764965 45.470773,-75.764919 45.470817,-75.764891 45.470865,-75.764881 45.470911,-75.764891 45.470966,-75.764942 45.471074)"
"81017","170","Accotement asphalté","Oui","Oui","T.Q.C","Flexible","Ville","0","2531.3","{211D82D8-81C7-4C6C-BCF9-6E42CCB60328}","LINESTRING (-75.527867 45.514128,-75.527077 45.514298,-75.526488 45.514448,-75.526015 45.514587,-75.525568 45.514734,-75.525144 45.514897,-75.524464 45.515167,-75.523121 45.515709,-75.521586 45.516321,-75.520969 45.516565,-75.520492 45.516726,-75.520029 45.516863,-75.519622 45.516964,-75.519192 45.517062,-75.518601 45.517163,-75.51734 45.517356,-75.516036 45.517555,-75.513308 45.517974,-75.5117 45.518226,-75.511155 45.518317,-75.510501 45.518447,-75.509985 45.518575,-75.509337 45.518741,-75.508685 45.518918,-75.507064 45.519355,-75.506154 45.51959,-75.505552 45.519736,-75.505168 45.519823,-75.50458 45.519952,-75.503972 45.520071,-75.503615 45.52014,-75.503394 45.520177,-75.503215 45.520204,-75.50305 45.520235,-75.502892 45.52027,-75.502709 45.520327,-75.502554 45.520369,-75.502276 45.520429,-75.502035 45.52049,-75.501532 45.520592,-75.499909 45.520929,-75.497833 45.521371,-75.497367 45.521462)"
"81017","171","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","0","315.4","{74588A39-C8F4-4723-B5B0-FC928F8D7574}","LINESTRING (-75.680955 45.503703,-75.68089 45.503654,-75.680797 45.503588,-75.680697 45.503528,-75.680592 45.503472,-75.680482 45.503421,-75.680368 45.503375,-75.680249 45.503335,-75.680127 45.503301,-75.680002 45.503272,-75.679875 45.503249,-75.679745 45.503233,-75.679615 45.503222,-75.679591 45.503221,-75.679427 45.503214,-75.679262 45.503214,-75.679098 45.503219,-75.678153 45.503266,-75.677128 45.503336)"
"81017","172","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","0","199.6","{4CABAC9B-A666-4FBA-8500-49F54C4EBA25}","LINESTRING (-75.793869 45.406676,-75.79388 45.406663,-75.793884 45.406658,-75.793885 45.406651,-75.793881 45.40664,-75.79386 45.406604,-75.793827 45.40655,-75.793818 45.406517,-75.793812 45.406463,-75.793783 45.406222,-75.79377 45.406111,-75.793758 45.406009,-75.793752 45.405959,-75.79374 45.405857,-75.793735 45.405817,-75.793719 45.405682,-75.793708 45.405585,-75.793677 45.405402,-75.793652 45.405209,-75.793651 45.405202,-75.793643 45.4051,-75.793643 45.405052,-75.793645 45.405025,-75.79366 45.404951,-75.793664 45.404917,-75.793661 45.404897)"
"81017","173","Piste multifonctionnelle","Oui","Non","T.Q.C","Flexible","Ville","0","172.1","{9969FF1D-ABEA-4694-A5F2-B49E19AF5236}","LINESTRING (-75.424762 45.543764,-75.42621 45.542596)"
"81017","174","Accotement asphalté","Oui","Oui","T.Q.C","Flexible","Ville","0","2038.3","{CCE79402-648A-4B86-BACD-CBECA6C00335}","LINESTRING (-75.430144 45.5422,-75.430465 45.542189,-75.430724 45.542172,-75.430963 45.542153,-75.431123 45.542132,-75.431322 45.542092,-75.431545 45.542043,-75.431745 45.541987,-75.431962 45.541913,-75.432153 45.541843,-75.432316 45.541778,-75.432705 45.541579,-75.43321 45.541309,-75.433704 45.541062,-75.435176 45.540302,-75.435982 45.539895,-75.436401 45.539703,-75.43689 45.5395,-75.437425 45.539311,-75.438003 45.539131,-75.438684 45.538926,-75.440432 45.538402,-75.442367 45.537819,-75.44402 45.537334,-75.445753 45.536828,-75.447476 45.536321,-75.449156 45.535831,-75.450894 45.535323,-75.452656 45.534805,-75.453663 45.534531)"
"81017","175","Accotement asphalté","Oui","Oui","T.Q.C","Flexible","Ville","0","833.9","{58EAE971-2C40-4472-985E-A783C8CFC3C5}","LINESTRING (-75.415585 45.544215,-75.415424 45.544265,-75.414596 45.544493,-75.413692 45.544725,-75.413156 45.544861,-75.411792 45.545213,-75.410589 45.545504,-75.410438 45.54554,-75.409626 45.545749,-75.409493 45.545777,-75.408672 45.545987,-75.408491 45.546025,-75.407587 45.546256,-75.407436 45.546292,-75.406354 45.546589,-75.405639 45.54677,-75.405557 45.546789)"
"81017","176","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","0","153.7","{7B1838DE-C189-44F8-A88A-55ACDA1AC6CA}","LINESTRING (-75.68062 45.479683,-75.680624 45.479638,-75.680548 45.479109,-75.680514 45.478877,-75.6805 45.478782,-75.680475 45.478689,-75.68044 45.478597,-75.680394 45.478507,-75.680339 45.47842,-75.680299 45.478356,-75.68029 45.47833)"
"81017","177","Sentier polyvalent","Non","Non","T.Q.C","Gravier","Ville","3","90.9","{56859490-EF50-488D-82C2-63A804223ACF}","LINESTRING (-75.745479 45.501639,-75.745471 45.501652,-75.745466 45.501666,-75.745464 45.501681,-75.745466 45.501697,-75.745471 45.501716,-75.745472 45.501736,-75.745469 45.501762,-75.74546 45.501787,-75.745447 45.501811,-75.745418 45.501849,-75.745303 45.501996,-75.745208 45.502118,-75.745123 45.502232,-75.745062 45.502297,-75.744981 45.50236)"
"81017","178","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","CCN","3","1537.3","{B761912E-6694-48F6-B7E8-3802BF3BF755}","LINESTRING (-75.778892 45.40172,-75.778776 45.401831,-75.778647 45.401965,-75.778571 45.402012,-75.778469 45.402053,-75.778393 45.402115,-75.778327 45.402206,-75.778256 45.402277,-75.77817 45.402348,-75.778089 45.402409,-75.777975 45.402537,-75.777847 45.402669,-75.777707 45.402798,-75.777445 45.40304,-75.777196 45.403263,-75.777148 45.403316,-75.776988 45.403432,-75.776889 45.403502,-75.776793 45.403582,-75.776718 45.403669,-75.776469 45.403898,-75.77628 45.404049,-75.776078 45.40419,-75.775875 45.404295,-75.77573 45.404409,-75.775566 45.404494,-75.775485 45.404524,-75.775334 45.404556,-75.775118 45.404621,-75.774896 45.404701,-75.774771 45.404757,-75.77464 45.404835,-75.774473 45.40496,-75.774384 45.405009,-75.77429 45.405065,-75.774161 45.405139,-75.774048 45.405246,-75.773928 45.405361,-75.773844 45.405435,-75.773747 45.405497,-75.773587 45.405589,-75.773511 45.405674,-75.773398 45.405803,-75.773285 45.405898,-75.773111 45.406089,-75.772917 45.406268,-75.772828 45.406337,-75.772696 45.406473,-75.772578 45.406575,-75.772437 45.406677,-75.772191 45.406852,-75.771923 45.407099,-75.771747 45.407241,-75.771548 45.407342,-75.771345 45.40743,-75.771149 45.407529,-75.771002 45.407622,-75.770758 45.407679,-75.770427 45.407753,-75.770073 45.407824,-75.769816 45.407861,-75.769613 45.407881,-75.769411 45.407904,-75.769228 45.407958,-75.769074 45.408024,-75.768962 45.4081,-75.768888 45.408147,-75.768821 45.408182,-75.768765 45.408285,-75.768716 45.408415,-75.768715 45.40853,-75.768747 45.408649,-75.768755 45.408816,-75.768745 45.409,-75.768701 45.409168,-75.768626 45.40938,-75.768525 45.409573,-75.768391 45.409724,-75.768189 45.409892,-75.767979 45.410059,-75.767762 45.410195,-75.767527 45.410305,-75.767362 45.410384,-75.7672 45.41046,-75.767051 45.410532,-75.766938 45.410643,-75.766781 45.410788,-75.766611 45.410887,-75.76647 45.410921,-75.766262 45.410944,-75.766099 45.410961,-75.76587 45.410994,-75.765767 45.411043)"
"81017","179","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","0","67.9","{5BD6367D-3543-41ED-ACEC-28E16A07456F}","LINESTRING (-75.587857 45.507905,-75.587963 45.507897,-75.588721 45.507837)"
"81017","180","Accotement asphalté","Non","Non","T.Q.C","Flexible","MTQ","0","2432.8","{17E78DFB-3E15-4657-9E21-459E36B43311}","LINESTRING (-75.761845 45.504128,-75.761823 45.504054,-75.761806 45.504001,-75.761764 45.503887,-75.76174 45.503767,-75.761726 45.503647,-75.761723 45.503527,-75.76173 45.503406,-75.761747 45.503286,-75.761774 45.503167,-75.761775 45.503163,-75.762182 45.501901,-75.762183 45.501897,-75.762237 45.501694,-75.762281 45.50149,-75.762314 45.501285,-75.762337 45.501079,-75.76235 45.500872,-75.762353 45.500666,-75.762346 45.500459,-75.762328 45.500253,-75.762299 45.500048,-75.762261 45.499843,-75.762245 45.499772,-75.76139 45.496405,-75.761346 45.496175,-75.761274 45.495763,-75.761213 45.495349,-75.761204 45.495281,-75.761204 45.495272,-75.7612 45.495164,-75.761186 45.495056,-75.761162 45.494949,-75.761128 45.494844,-75.761084 45.49474,-75.76103 45.494639,-75.760966 45.494541,-75.760893 45.494445,-75.760812 45.494354,-75.760722 45.494266,-75.760624 45.494183,-75.760518 45.494104,-75.760405 45.494031,-75.760285 45.493963,-75.760159 45.493901,-75.760027 45.493845,-75.759891 45.493795,-75.75975 45.493752,-75.759605 45.493716,-75.759474 45.493689,-75.75731 45.493277,-75.753752 45.492561,-75.753671 45.492549,-75.753487 45.492517,-75.753306 45.492478,-75.753128 45.492433,-75.752953 45.49238,-75.752783 45.492321,-75.752618 45.492255,-75.752459 45.492183,-75.752305 45.492105,-75.752157 45.492021,-75.752016 45.491932,-75.751902 45.491852,-75.750613 45.490955,-75.746514 45.488467)"
"81017","181","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","831.7","{A54FE20B-92A8-4B02-A3A5-6880298E5004}","LINESTRING (-75.70842 45.45116,-75.70852 45.451237,-75.708627 45.451299,-75.708699 45.451317,-75.708957 45.451369,-75.709209 45.451409,-75.70955 45.451444,-75.709745 45.451456,-75.709979 45.451452,-75.710202 45.451459,-75.710368 45.451478,-75.710533 45.45151,-75.71068 45.451559,-75.710831 45.451583,-75.710971 45.451584,-75.711134 45.451569,-75.711307 45.451543,-75.711502 45.451501,-75.711665 45.451462,-75.711762 45.451444,-75.711928 45.45142,-75.712098 45.451414,-75.712224 45.451394,-75.712329 45.45136,-75.712499 45.451305,-75.712648 45.451238,-75.712832 45.451168,-75.713039 45.451093,-75.71327 45.451011,-75.71344 45.450954,-75.713664 45.450897,-75.713932 45.450831,-75.714243 45.450749,-75.714517 45.45069,-75.714763 45.450641,-75.715095 45.450567,-75.715399 45.450506,-75.715598 45.450459,-75.715825 45.450392,-75.715995 45.450353,-75.71613 45.450278,-75.716181 45.450228,-75.716217 45.450172,-75.716398 45.449892,-75.716486 45.449756,-75.716574 45.44966,-75.716676 45.449549,-75.716928 45.449295,-75.717045 45.449176,-75.717133 45.449088,-75.717202 45.44901,-75.717254 45.448962,-75.717311 45.448942,-75.717384 45.448925,-75.717481 45.448918)"
"81017","182","Accotement asphalté","Oui","Oui","T.Q.C","Flexible","Ville","0","2001.9","{7ED15B92-00C9-4871-8D60-80568B6F5562}","LINESTRING (-75.453081 45.534578,-75.451038 45.535183,-75.4488 45.535839,-75.446777 45.536426,-75.444607 45.537065,-75.442522 45.537677,-75.441366 45.538026,-75.439561 45.538567,-75.437855 45.539077,-75.43733 45.539249,-75.436891 45.539404,-75.436461 45.539576,-75.436042 45.539761,-75.435595 45.539975,-75.4351 45.540229,-75.434186 45.540699,-75.43341 45.541092,-75.432692 45.541451,-75.432243 45.541667,-75.432002 45.541771,-75.431694 45.541882,-75.431359 45.54197,-75.431095 45.542021,-75.430796 45.542062,-75.430387 45.542085,-75.429976 45.542093)"
"81017","183","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","42.9","{E297EE49-3E9B-4EA9-89C0-AB152FD8D625}","LINESTRING (-75.72145 45.446851,-75.721361 45.446878,-75.721316 45.446894,-75.721275 45.446915,-75.721239 45.446939,-75.721207 45.446967,-75.72118 45.447007,-75.721161 45.447049,-75.72115 45.447092,-75.721149 45.447136)"
"81017","184","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","0","1807.9","{7465794E-5BFB-4280-9480-547B5F8AF8F0}","LINESTRING (-75.727392 45.445767,-75.727407 45.445792,-75.727428 45.445817,-75.727446 45.445848,-75.727464 45.445882,-75.727478 45.445917,-75.727493 45.445979,-75.727514 45.446081,-75.727522 45.446107,-75.727527 45.446121,-75.727541 45.44616,-75.727555 45.446199,-75.727565 45.446226,-75.727574 45.446265,-75.727625 45.446478,-75.727695 45.446757,-75.727768 45.447036,-75.727851 45.447355,-75.727946 45.447714,-75.728029 45.448032,-75.728102 45.448312,-75.728161 45.448537,-75.728189 45.448645,-75.72823 45.448806,-75.728286 45.449021,-75.728353 45.449276,-75.72852 45.449916,-75.728677 45.450515,-75.728754 45.450808,-75.728866 45.451235,-75.728977 45.451641,-75.728998 45.45172,-75.729003 45.451747,-75.729006 45.451763,-75.729007 45.45177,-75.729019 45.451859,-75.729085 45.452106,-75.729092 45.452128,-75.729117 45.452191,-75.729125 45.45221,-75.729134 45.452236,-75.729145 45.452276,-75.72918 45.452409,-75.729232 45.452608,-75.729274 45.452767,-75.729316 45.452927,-75.72939 45.453205,-75.729452 45.453444,-75.729582 45.453948,-75.729708 45.45444,-75.7298 45.454798,-75.729834 45.454937,-75.729882 45.455115,-75.729903 45.455205,-75.729922 45.455297,-75.729938 45.455377,-75.729954 45.455457,-75.72997 45.455541,-75.729982 45.455618,-75.729999 45.455725,-75.730012 45.455818,-75.730026 45.455925,-75.730046 45.456128,-75.730054 45.456249,-75.730062 45.456451,-75.730063 45.456586,-75.730059 45.456749,-75.730053 45.45687,-75.730041 45.457032,-75.730033 45.457113,-75.730019 45.457234,-75.730003 45.457354,-75.729977 45.457515,-75.729909 45.457836,-75.729867 45.457995,-75.729803 45.458206,-75.729767 45.458311,-75.729678 45.458546,-75.729589 45.458753,-75.729535 45.458868,-75.72946 45.459021,-75.7294 45.459135,-75.729329 45.459258,-75.729167 45.45951,-75.728727 45.460112,-75.72864 45.460218,-75.728511 45.460368,-75.728388 45.460505,-75.728239 45.460663,-75.72804 45.460862,-75.727894 45.461002,-75.727853 45.461037,-75.727814 45.461068,-75.727776 45.46109,-75.727761 45.461098,-75.727718 45.461115,-75.727676 45.461129,-75.727616 45.461157,-75.727572 45.461185,-75.727535 45.461219,-75.727507 45.461253,-75.727486 45.461292,-75.727469 45.461343,-75.727461 45.461388)"
"81017","185","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","0","353.2","{88371EC2-7D3B-4751-95C3-4099638CF9E1}","LINESTRING (-75.483691 45.535603,-75.483682 45.535545,-75.483222 45.532442)"
"81017","186","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","0","304.1","{E93F3FAD-D79C-41C0-91BE-1EA0FAB7B212}","LINESTRING (-75.785623 45.441501,-75.785523 45.441467,-75.785275 45.441386,-75.785259 45.441378,-75.785246 45.441369,-75.785235 45.441359,-75.785226 45.441347,-75.78522 45.441334,-75.785217 45.441321,-75.785217 45.441308,-75.785219 45.441295,-75.785225 45.441282,-75.785315 45.441088,-75.785326 45.441066,-75.785331 45.441044,-75.785331 45.441021,-75.785326 45.440999,-75.785294 45.440918,-75.785282 45.440893,-75.785264 45.44087,-75.785242 45.440849,-75.785214 45.440831,-75.785182 45.440817,-75.784708 45.440604,-75.784647 45.440578,-75.784591 45.440547,-75.78454 45.440512,-75.784495 45.440472,-75.784455 45.440437,-75.78441 45.440404,-75.784361 45.440374,-75.784293 45.440333,-75.784226 45.44029,-75.784208 45.440281,-75.784192 45.440269,-75.784178 45.440257,-75.784167 45.440243,-75.784151 45.440218,-75.784131 45.440194,-75.78404 45.440128,-75.783942 45.440068,-75.783881 45.440032,-75.783816 45.439999,-75.783748 45.43997,-75.783704 45.439947,-75.783667 45.43992,-75.783635 45.439889,-75.783609 45.439856,-75.783591 45.43982,-75.78358 45.439783,-75.783577 45.439745,-75.783563 45.439698,-75.783541 45.439653,-75.783513 45.43961,-75.783442 45.439528)"
"81017","187","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","0","36.3","{A1369C79-86A2-44F1-A99A-9811DAE3595D}","LINESTRING (-75.727476 45.461427,-75.727592 45.461658,-75.72760033375724 45.46168467072473,-75.72760534639818 45.46171173898579,-75.727607 45.461739)"
"81017","188","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","0","201.7","{957B290E-780E-4AF3-BF51-44095598465D}","LINESTRING (-75.87292 45.408336,-75.872937 45.408386,-75.87301 45.408603,-75.873016 45.408622,-75.873154 45.40903,-75.873176 45.409079,-75.873207 45.409125,-75.873246 45.409169,-75.873294 45.409208,-75.873348 45.409242,-75.873649 45.409405,-75.873705 45.409432,-75.873766 45.409453,-75.87383 45.409469,-75.873897 45.409479,-75.873965 45.409483,-75.874033 45.409481,-75.874443 45.409451)"
